dataset,program,size,gamma,c,performance
Coal,class,1235,2.5584608299646932e-05,0.01,0.5869893123147198
Coal,class,1235,1e-07,0.01,0.5435711675002212
Coal,class,1235,1e-06,0.01,0.5480141913664875
Coal,class,1235,1e-05,0.01,0.5826576647606587
Coal,class,1235,0.0001,0.01,0.5899864230489896
Coal,class,1235,0.001,0.01,0.5953945649864988
Coal,class,1235,0.01,0.01,0.46428593885586095
Coal,class,1235,0.1,0.01,0.11748637455533294
Coal,class,1235,2.5584608299646932e-05,0.1,0.5901078863732943
Coal,class,1235,1e-07,0.1,0.5435711675002212
Coal,class,1235,1e-06,0.1,0.5830768705504079
Coal,class,1235,1e-05,0.1,0.5895218920688805
Coal,class,1235,0.0001,0.1,0.5896386062298169
Coal,class,1235,0.001,0.1,0.620311520895975
Coal,class,1235,0.01,0.1,0.460245272783419
Coal,class,1235,0.1,0.1,0.11748637455533294
Coal,class,1235,2.5584608299646932e-05,1.0,0.5876686074088211
Coal,class,1235,1e-07,1.0,0.5798542763304143
Coal,class,1235,1e-06,1.0,0.5889379524338155
Coal,class,1235,1e-05,1.0,0.5895160598938464
Coal,class,1235,0.0001,1.0,0.6313971139046503
Coal,class,1235,0.001,1.0,0.7123276772281779
Coal,class,1235,0.01,1.0,0.44989414267213534
Coal,class,1235,0.1,1.0,0.11954270176825936
Coal,class,1235,2.5584608299646932e-05,10.0,0.6725463316539639
Coal,class,1235,1e-07,10.0,0.5889379524338155
Coal,class,1235,1e-06,10.0,0.5888928208610068
Coal,class,1235,1e-05,10.0,0.63200588993653
Coal,class,1235,0.0001,10.0,0.6962559276302576
Coal,class,1235,0.001,10.0,0.7312075086015924
Coal,class,1235,0.01,10.0,0.4443777410886134
Coal,class,1235,0.1,10.0,0.1197761083560686
Coal,class,1235,2.5584608299646932e-05,100.0,0.7099429880223763
Coal,class,1235,1e-07,100.0,0.5869789898804426
Coal,class,1235,1e-06,100.0,0.6327033135717641
Coal,class,1235,1e-05,100.0,0.6969193195922604
Coal,class,1235,0.0001,100.0,0.7078306429465628
Coal,class,1235,0.001,100.0,0.7376188029928471
Coal,class,1235,0.01,100.0,0.44525892983594256
Coal,class,1235,0.1,100.0,0.1197761083560686
Coal,class,1235,2.5584608299646932e-05,1000.0,0.6968469654310148
Coal,class,1235,1e-07,1000.0,0.6328967323781903
Coal,class,1235,1e-06,1000.0,0.6969193195922604
Coal,class,1235,1e-05,1000.0,0.6999773883261493
Coal,class,1235,0.0001,1000.0,0.7071175964158057
Coal,class,1235,0.001,1000.0,0.7390008790410466
Coal,class,1235,0.01,1000.0,0.44525892983594256
Coal,class,1235,0.1,1000.0,0.1197761083560686
Continent,class,804,3.372226343832198e-05,0.001,0.6731703294563548
Continent,class,804,1e-07,0.001,0.671720457018447
Continent,class,804,1e-06,0.001,0.671720457018447
Continent,class,804,1e-05,0.001,0.6731487592770302
Continent,class,804,0.0001,0.001,0.6767739532291149
Continent,class,804,0.001,0.001,0.6708378525114459
Continent,class,804,0.01,0.001,0.43286135843388424
Continent,class,804,0.1,0.001,0.1550744123151127
Continent,class,804,3.372226343832198e-05,0.01,0.6731703294563548
Continent,class,804,1e-07,0.01,0.671720457018447
Continent,class,804,1e-06,0.01,0.671720457018447
Continent,class,804,1e-05,0.01,0.6731487592770302
Continent,class,804,0.0001,0.01,0.6767739532291149
Continent,class,804,0.001,0.01,0.6722990145848993
Continent,class,804,0.01,0.01,0.432759547232901
Continent,class,804,0.1,0.01,0.1580778664857724
Continent,class,804,3.372226343832198e-05,0.1,0.6713728442650558
Continent,class,804,1e-07,0.1,0.671720457018447
Continent,class,804,1e-06,0.1,0.671720457018447
Continent,class,804,1e-05,0.1,0.6731487592770302
Continent,class,804,0.0001,0.1,0.6767739532291149
Continent,class,804,0.001,0.1,0.6870059599832227
Continent,class,804,0.01,0.1,0.4644310233792615
Continent,class,804,0.1,0.1,0.1580778664857724
Continent,class,804,3.372226343832198e-05,1.0,0.6704946895399441
Continent,class,804,1e-07,1.0,0.671720457018447
Continent,class,804,1e-06,1.0,0.671720457018447
Continent,class,804,1e-05,1.0,0.6706816418256261
Continent,class,804,0.0001,1.0,0.6858225109526391
Continent,class,804,0.001,1.0,0.7461884398607543
Continent,class,804,0.01,1.0,0.492908429491146
Continent,class,804,0.1,1.0,0.15467313967629237
Continent,class,804,3.372226343832198e-05,10.0,0.71960984717053
Continent,class,804,1e-07,10.0,0.671720457018447
Continent,class,804,1e-06,10.0,0.6707903906015259
Continent,class,804,1e-05,10.0,0.6865025680795409
Continent,class,804,0.0001,10.0,0.7478596506244107
Continent,class,804,0.001,10.0,0.7385229501142277
Continent,class,804,0.01,10.0,0.47647192256672904
Continent,class,804,0.1,10.0,0.15467313967629237
Continent,class,804,3.372226343832198e-05,100.0,0.7435311686972177
Continent,class,804,1e-07,100.0,0.6707903906015259
Continent,class,804,1e-06,100.0,0.6875268387412481
Continent,class,804,1e-05,100.0,0.7477384738321352
Continent,class,804,0.0001,100.0,0.7350725921105957
Continent,class,804,0.001,100.0,0.734555625917828
Continent,class,804,0.01,100.0,0.47647192256672904
Continent,class,804,0.1,100.0,0.15467313967629237
Continent,class,804,3.372226343832198e-05,1000.0,0.7352369945782232
Continent,class,804,1e-07,1000.0,0.6875268387412481
Continent,class,804,1e-06,1000.0,0.7466253099025673
Continent,class,804,1e-05,1000.0,0.7334186406042249
Continent,class,804,0.0001,1000.0,0.7288078274616482
Continent,class,804,0.001,1000.0,0.734555625917828
Continent,class,804,0.01,1000.0,0.47647192256672904
Continent,class,804,0.1,1000.0,0.15467313967629237
CysticFibrosis,class,767,2.6778063410454157e-05,0.001,0.46242509220126665
CysticFibrosis,class,767,1e-07,0.001,0.4598587021469867
CysticFibrosis,class,767,1e-06,0.001,0.46004185432322137
CysticFibrosis,class,767,1e-05,0.001,0.46329278382816524
CysticFibrosis,class,767,0.0001,0.001,0.48784044042715313
CysticFibrosis,class,767,0.001,0.001,0.5231743984559728
CysticFibrosis,class,767,0.01,0.001,0.4371117214165747
CysticFibrosis,class,767,0.1,0.001,0.0487121608672039
CysticFibrosis,class,767,2.6778063410454157e-05,0.01,0.5254359684463092
CysticFibrosis,class,767,1e-07,0.01,0.4598587021469867
CysticFibrosis,class,767,1e-06,0.01,0.46004185432322137
CysticFibrosis,class,767,1e-05,0.01,0.4840601404180913
CysticFibrosis,class,767,0.0001,0.01,0.5446824869759166
CysticFibrosis,class,767,0.001,0.01,0.5249611355862817
CysticFibrosis,class,767,0.01,0.01,0.43581684052927294
CysticFibrosis,class,767,0.1,0.01,0.0637853758538147
CysticFibrosis,class,767,2.6778063410454157e-05,0.1,0.5095620944041402
CysticFibrosis,class,767,1e-07,0.1,0.4598587021469867
CysticFibrosis,class,767,1e-06,0.1,0.48765256518549743
CysticFibrosis,class,767,1e-05,0.1,0.5229741669490324
CysticFibrosis,class,767,0.0001,0.1,0.5226058265007459
CysticFibrosis,class,767,0.001,0.1,0.524970078857889
CysticFibrosis,class,767,0.01,0.1,0.46533590772368577
CysticFibrosis,class,767,0.1,0.1,0.0637853758538147
CysticFibrosis,class,767,2.6778063410454157e-05,1.0,0.5121953719346197
CysticFibrosis,class,767,1e-07,1.0,0.4940471896033043
CysticFibrosis,class,767,1e-06,1.0,0.5237967965007557
CysticFibrosis,class,767,1e-05,1.0,0.5124888163515059
CysticFibrosis,class,767,0.0001,1.0,0.5241703709031735
CysticFibrosis,class,767,0.001,1.0,0.5819221507510456
CysticFibrosis,class,767,0.01,1.0,0.4943293812825573
CysticFibrosis,class,767,0.1,1.0,0.0637853758538147
CysticFibrosis,class,767,2.6778063410454157e-05,10.0,0.5366818705304733
CysticFibrosis,class,767,1e-07,10.0,0.5193402951867205
CysticFibrosis,class,767,1e-06,10.0,0.5105647001212017
CysticFibrosis,class,767,1e-05,10.0,0.5123693464128699
CysticFibrosis,class,767,0.0001,10.0,0.5770773467764354
CysticFibrosis,class,767,0.001,10.0,0.5833964482119682
CysticFibrosis,class,767,0.01,10.0,0.45910899493874036
CysticFibrosis,class,767,0.1,10.0,0.06287870454672924
CysticFibrosis,class,767,2.6778063410454157e-05,100.0,0.5858704348474186
CysticFibrosis,class,767,1e-07,100.0,0.5091520017777019
CysticFibrosis,class,767,1e-06,100.0,0.5060808495128638
CysticFibrosis,class,767,1e-05,100.0,0.5816663046500472
CysticFibrosis,class,767,0.0001,100.0,0.5955757532391805
CysticFibrosis,class,767,0.001,100.0,0.572646769665901
CysticFibrosis,class,767,0.01,100.0,0.45910899493874036
CysticFibrosis,class,767,0.1,100.0,0.06287870454672924
CysticFibrosis,class,767,2.6778063410454157e-05,1000.0,0.5987390454005185
CysticFibrosis,class,767,1e-07,1000.0,0.5060808495128638
CysticFibrosis,class,767,1e-06,1000.0,0.5810062900780741
CysticFibrosis,class,767,1e-05,1000.0,0.5966984867540259
CysticFibrosis,class,767,0.0001,1000.0,0.5921099929859767
CysticFibrosis,class,767,0.001,1000.0,0.572646769665901
CysticFibrosis,class,767,0.01,1000.0,0.45910899493874036
CysticFibrosis,class,767,0.1,1000.0,0.06287870454672924
Fruitfly,class,791,3.320935175345377e-05,0.001,0.5353644406884867
Fruitfly,class,791,1e-07,0.001,0.5323787328307785
Fruitfly,class,791,1e-06,0.001,0.5350239504370929
Fruitfly,class,791,1e-05,0.001,0.5307723775049805
Fruitfly,class,791,0.0001,0.001,0.5371750289096632
Fruitfly,class,791,0.001,0.001,0.5153892269145889
Fruitfly,class,791,0.01,0.001,0.33005121020712475
Fruitfly,class,791,0.1,0.001,0.03265058136200422
Fruitfly,class,791,3.320935175345377e-05,0.01,0.5353644406884867
Fruitfly,class,791,1e-07,0.01,0.5323787328307785
Fruitfly,class,791,1e-06,0.01,0.5350239504370929
Fruitfly,class,791,1e-05,0.01,0.5307723775049805
Fruitfly,class,791,0.0001,0.01,0.5370113207871737
Fruitfly,class,791,0.001,0.01,0.5102205731483254
Fruitfly,class,791,0.01,0.01,0.33157246338514995
Fruitfly,class,791,0.1,0.01,0.03588181467829522
Fruitfly,class,791,3.320935175345377e-05,0.1,0.5285646211192911
Fruitfly,class,791,1e-07,0.1,0.5323787328307785
Fruitfly,class,791,1e-06,0.1,0.5350239504370929
Fruitfly,class,791,1e-05,0.1,0.5321120643475922
Fruitfly,class,791,0.0001,0.1,0.5316636715073675
Fruitfly,class,791,0.001,0.1,0.5176495525717728
Fruitfly,class,791,0.01,0.1,0.33157246338514995
Fruitfly,class,791,0.1,0.1,0.03588181467829522
Fruitfly,class,791,3.320935175345377e-05,1.0,0.5306146102631474
Fruitfly,class,791,1e-07,1.0,0.5323787328307785
Fruitfly,class,791,1e-06,1.0,0.5313155250180751
Fruitfly,class,791,1e-05,1.0,0.5268502008338236
Fruitfly,class,791,0.0001,1.0,0.5493103949779355
Fruitfly,class,791,0.001,1.0,0.566965372454784
Fruitfly,class,791,0.01,1.0,0.2835691057145238
Fruitfly,class,791,0.1,1.0,0.030921442278535147
Fruitfly,class,791,3.320935175345377e-05,10.0,0.5900701465539417
Fruitfly,class,791,1e-07,10.0,0.5307723775049805
Fruitfly,class,791,1e-06,10.0,0.5273716202223796
Fruitfly,class,791,1e-05,10.0,0.5539198609259264
Fruitfly,class,791,0.0001,10.0,0.5909305618460048
Fruitfly,class,791,0.001,10.0,0.5318824950552958
Fruitfly,class,791,0.01,10.0,0.2910481247529121
Fruitfly,class,791,0.1,10.0,0.05540731793944049
Fruitfly,class,791,3.320935175345377e-05,100.0,0.5617537449205324
Fruitfly,class,791,1e-07,100.0,0.5299891246470121
Fruitfly,class,791,1e-06,100.0,0.5545189271307078
Fruitfly,class,791,1e-05,100.0,0.5987668202656247
Fruitfly,class,791,0.0001,100.0,0.5368668176610556
Fruitfly,class,791,0.001,100.0,0.5308967752416678
Fruitfly,class,791,0.01,100.0,0.2910481247529121
Fruitfly,class,791,0.1,100.0,0.05540731793944049
Fruitfly,class,791,3.320935175345377e-05,1000.0,0.5116909204042046
Fruitfly,class,791,1e-07,1000.0,0.5545189271307078
Fruitfly,class,791,1e-06,1000.0,0.5949576234565611
Fruitfly,class,791,1e-05,1000.0,0.5270636513683689
Fruitfly,class,791,0.0001,1000.0,0.5078967888007527
Fruitfly,class,791,0.001,1000.0,0.5167645303917121
Fruitfly,class,791,0.01,1000.0,0.2910481247529121
Fruitfly,class,791,0.1,1000.0,0.05540731793944049
GreenRoof,class,2107,9.999300048996571e-06,0.001,0.5614037125188367
GreenRoof,class,2107,1e-07,0.001,0.5568746529243647
GreenRoof,class,2107,1e-06,0.001,0.5536050304345368
GreenRoof,class,2107,1e-05,0.001,0.5614037125188367
GreenRoof,class,2107,0.0001,0.001,0.6302351872823929
GreenRoof,class,2107,0.001,0.001,0.6047744759256677
GreenRoof,class,2107,0.01,0.001,0.28817115673492044
GreenRoof,class,2107,0.1,0.001,0.03424893988873404
GreenRoof,class,2107,9.999300048996571e-06,0.01,0.6361032984874726
GreenRoof,class,2107,1e-07,0.01,0.5568746529243647
GreenRoof,class,2107,1e-06,0.01,0.5619388957469853
GreenRoof,class,2107,1e-05,0.01,0.6361032984874726
GreenRoof,class,2107,0.0001,0.01,0.6479399791056415
GreenRoof,class,2107,0.001,0.01,0.6056066271493212
GreenRoof,class,2107,0.01,0.01,0.2908279781899846
GreenRoof,class,2107,0.1,0.01,0.043245394800895204
GreenRoof,class,2107,9.999300048996571e-06,0.1,0.6496405033121402
GreenRoof,class,2107,1e-07,0.1,0.562168071968118
GreenRoof,class,2107,1e-06,0.1,0.6357839402057986
GreenRoof,class,2107,1e-05,0.1,0.6496405033121402
GreenRoof,class,2107,0.0001,0.1,0.650683525809086
GreenRoof,class,2107,0.001,0.1,0.6797164374230847
GreenRoof,class,2107,0.01,0.1,0.2792137124800349
GreenRoof,class,2107,0.1,0.1,0.043245394800895204
GreenRoof,class,2107,9.999300048996571e-06,1.0,0.6525184668795276
GreenRoof,class,2107,1e-07,1.0,0.6351107682383158
GreenRoof,class,2107,1e-06,1.0,0.648344033309586
GreenRoof,class,2107,1e-05,1.0,0.6529933522129908
GreenRoof,class,2107,0.0001,1.0,0.7065289342935304
GreenRoof,class,2107,0.001,1.0,0.7144474084279374
GreenRoof,class,2107,0.01,1.0,0.23828873584589044
GreenRoof,class,2107,0.1,1.0,0.057344145486115584
GreenRoof,class,2107,9.999300048996571e-06,10.0,0.7086340480870426
GreenRoof,class,2107,1e-07,10.0,0.6484024637825636
GreenRoof,class,2107,1e-06,10.0,0.6522918226573772
GreenRoof,class,2107,1e-05,10.0,0.7086340480870426
GreenRoof,class,2107,0.0001,10.0,0.7309901320439456
GreenRoof,class,2107,0.001,10.0,0.7035584171021874
GreenRoof,class,2107,0.01,10.0,0.2230664509903562
GreenRoof,class,2107,0.1,10.0,0.06024380471771341
GreenRoof,class,2107,9.999300048996571e-06,100.0,0.7264710390881881
GreenRoof,class,2107,1e-07,100.0,0.6520803174739875
GreenRoof,class,2107,1e-06,100.0,0.7085221553440347
GreenRoof,class,2107,1e-05,100.0,0.7264710390881881
GreenRoof,class,2107,0.0001,100.0,0.6906464127892009
GreenRoof,class,2107,0.001,100.0,0.7009587561404363
GreenRoof,class,2107,0.01,100.0,0.2230664509903562
GreenRoof,class,2107,0.1,100.0,0.06024380471771341
GreenRoof,class,2107,9.999300048996571e-06,1000.0,0.6814478347338225
GreenRoof,class,2107,1e-07,1000.0,0.7085221553440347
GreenRoof,class,2107,1e-06,1000.0,0.7270984127407878
GreenRoof,class,2107,1e-05,1000.0,0.6814478347338225
GreenRoof,class,2107,0.0001,1000.0,0.6792089148840834
GreenRoof,class,2107,0.001,1000.0,0.7004783539650967
GreenRoof,class,2107,0.01,1000.0,0.2230664509903562
GreenRoof,class,2107,0.1,1000.0,0.06024380471771341
LavaLamp,class,2577,1.8517489769086902e-05,0.001,0.6326537958848327
LavaLamp,class,2577,1e-07,0.001,0.6334573447781399
LavaLamp,class,2577,1e-06,0.001,0.6333697792838601
LavaLamp,class,2577,1e-05,0.001,0.6323839706517917
LavaLamp,class,2577,0.0001,0.001,0.6258028577928028
LavaLamp,class,2577,0.001,0.001,0.5891990279259397
LavaLamp,class,2577,0.01,0.001,0.3711473696560712
LavaLamp,class,2577,0.1,0.001,0.11279533046895632
LavaLamp,class,2577,1.8517489769086902e-05,0.01,0.6326537958848327
LavaLamp,class,2577,1e-07,0.01,0.6334573447781399
LavaLamp,class,2577,1e-06,0.01,0.6333697792838601
LavaLamp,class,2577,1e-05,0.01,0.6323839706517917
LavaLamp,class,2577,0.0001,0.01,0.625258119711953
LavaLamp,class,2577,0.001,0.01,0.5892723267677374
LavaLamp,class,2577,0.01,0.01,0.371285148452513
LavaLamp,class,2577,0.1,0.01,0.1132705151090601
LavaLamp,class,2577,1.8517489769086902e-05,0.1,0.6319661480171156
LavaLamp,class,2577,1e-07,0.1,0.6334573447781399
LavaLamp,class,2577,1e-06,0.1,0.6333697792838601
LavaLamp,class,2577,1e-05,0.1,0.6323839706517917
LavaLamp,class,2577,0.0001,0.1,0.6279363140481001
LavaLamp,class,2577,0.001,0.1,0.7107256183398385
LavaLamp,class,2577,0.01,0.1,0.43922279430207645
LavaLamp,class,2577,0.1,0.1,0.1132705151090601
LavaLamp,class,2577,1.8517489769086902e-05,1.0,0.6724727761501784
LavaLamp,class,2577,1e-07,1.0,0.6334573447781399
LavaLamp,class,2577,1e-06,1.0,0.6333697792838601
LavaLamp,class,2577,1e-05,1.0,0.6355105157279053
LavaLamp,class,2577,0.0001,1.0,0.7623419076836336
LavaLamp,class,2577,0.001,1.0,0.7942855084490889
LavaLamp,class,2577,0.01,1.0,0.48124954646809426
LavaLamp,class,2577,0.1,1.0,0.11719658746461518
LavaLamp,class,2577,1.8517489769086902e-05,10.0,0.784950241951507
LavaLamp,class,2577,1e-07,10.0,0.6334573447781399
LavaLamp,class,2577,1e-06,10.0,0.6375937086643617
LavaLamp,class,2577,1e-05,10.0,0.7664549459029852
LavaLamp,class,2577,0.0001,10.0,0.793872587520501
LavaLamp,class,2577,0.001,10.0,0.7884375078334172
LavaLamp,class,2577,0.01,10.0,0.4646949425038684
LavaLamp,class,2577,0.1,10.0,0.11680833955435695
LavaLamp,class,2577,1.8517489769086902e-05,100.0,0.7847630737928943
LavaLamp,class,2577,1e-07,100.0,0.6375937086643617
LavaLamp,class,2577,1e-06,100.0,0.7664969703567776
LavaLamp,class,2577,1e-05,100.0,0.7880918700168337
LavaLamp,class,2577,0.0001,100.0,0.7603197152818669
LavaLamp,class,2577,0.001,100.0,0.7802406780536578
LavaLamp,class,2577,0.01,100.0,0.46407870986540745
LavaLamp,class,2577,0.1,100.0,0.11680833955435695
LavaLamp,class,2577,1.8517489769086902e-05,1000.0,0.7428189036007127
LavaLamp,class,2577,1e-07,1000.0,0.7668575772533249
LavaLamp,class,2577,1e-06,1000.0,0.7870288534644164
LavaLamp,class,2577,1e-05,1000.0,0.7531926647381891
LavaLamp,class,2577,0.0001,1000.0,0.7389146433783349
LavaLamp,class,2577,0.001,1000.0,0.773045912413769
LavaLamp,class,2577,0.01,1000.0,0.46407870986540745
LavaLamp,class,2577,0.1,1000.0,0.11680833955435695
PhotoEnergyStory,class,947,1.5173125360361728e-05,0.001,0.7551969073809472
PhotoEnergyStory,class,947,1e-07,0.001,0.7535340265160435
PhotoEnergyStory,class,947,1e-06,0.001,0.7535340265160435
PhotoEnergyStory,class,947,1e-05,0.001,0.754181032644929
PhotoEnergyStory,class,947,0.0001,0.001,0.7477109710970554
PhotoEnergyStory,class,947,0.001,0.001,0.661699600106243
PhotoEnergyStory,class,947,0.01,0.001,0.32964578894313495
PhotoEnergyStory,class,947,0.1,0.001,0.0
PhotoEnergyStory,class,947,1.5173125360361728e-05,0.01,0.7551969073809472
PhotoEnergyStory,class,947,1e-07,0.01,0.7535340265160435
PhotoEnergyStory,class,947,1e-06,0.01,0.7535340265160435
PhotoEnergyStory,class,947,1e-05,0.01,0.754181032644929
PhotoEnergyStory,class,947,0.0001,0.01,0.7477109710970554
PhotoEnergyStory,class,947,0.001,0.01,0.6743150124619255
PhotoEnergyStory,class,947,0.01,0.01,0.3280652536656347
PhotoEnergyStory,class,947,0.1,0.01,0.0
PhotoEnergyStory,class,947,1.5173125360361728e-05,0.1,0.7551969073809472
PhotoEnergyStory,class,947,1e-07,0.1,0.7535340265160435
PhotoEnergyStory,class,947,1e-06,0.1,0.7535340265160435
PhotoEnergyStory,class,947,1e-05,0.1,0.754181032644929
PhotoEnergyStory,class,947,0.0001,0.1,0.764574561837896
PhotoEnergyStory,class,947,0.001,0.1,0.7231631526492855
PhotoEnergyStory,class,947,0.01,0.1,0.33836757046145916
PhotoEnergyStory,class,947,0.1,0.1,0.0
PhotoEnergyStory,class,947,1.5173125360361728e-05,1.0,0.7673242062385148
PhotoEnergyStory,class,947,1e-07,1.0,0.7535340265160435
PhotoEnergyStory,class,947,1e-06,1.0,0.7535340265160435
PhotoEnergyStory,class,947,1e-05,1.0,0.7634367844227861
PhotoEnergyStory,class,947,0.0001,1.0,0.7966453852971981
PhotoEnergyStory,class,947,0.001,1.0,0.7674902024291352
